longitude,latitude,elevation,slope_deg,aspect_sin,aspect_cos,curvature,relief_amplitude,roughness,plan_curvature,profile_curvature
93.14999999999971,21.5,404.6295166015625,47.29100478035199,-0.47883557576330443,-0.8779046026667275,0.001894102823108047,144.44058227539062,41.18108322323698,-0.010498910577167167,-0.01742565064554716
93.1999999999997,21.5,466.3160705566406,24.592847383961804,-0.9174716915894956,0.3978010748249803,-0.004881334131595973,70.21298217773438,18.254615453998717,0.0024736689503622126,0.013103938323540709
93.2499999999997,21.5,256.4103088378906,17.824119795650425,0.924617199913917,0.38089766817788173,0.02297712329048475,48.91693115234375,15.19796165035672,0.008078725935432353,0.0009779134660316748
93.2999999999997,21.5,513.3012084960938,25.60818123621143,-0.9786663588881941,0.20545597577224317,-0.0031671538262021057,61.060821533203125,17.87606015089734,0.0040647061125400384,0.017480294697352634
93.3499999999997,21.5,1359.2525634765625,38.033739334260424,-0.5546179069056135,-0.8321051480069308,0.0015195603777954612,123.33740234375,31.863813675920106,0.008456057461873594,0.0009952472795148543
93.3999999999997,21.5,1806.674560546875,22.717933566019273,-0.8231696577019927,-0.5677954866312203,-0.008341918641050064,69.5384521484375,18.64356856326198,-0.014656678765639952,-0.004113927978881194
93.44999999999969,21.5,771.6348876953125,32.64091076739989,0.6240305876396667,0.7813999140581551,0.029240255457933188,100.79534912109375,25.704363907078573,0.023546144378049944,-0.012591083931177536
93.49999999999969,21.5,1200.145751953125,19.54250614307685,0.005013575656812359,-0.9999874319505888,-0.014179481440137158,61.2061767578125,16.05804489408252,-0.010680039026575593,0.002310291922964378
93.54999999999968,21.5,1985.8028564453125,44.967684994723115,0.9335264327252142,-0.3585085764711021,0.0005194464864246768,132.103271484375,36.4934159806278,0.007971313103172577,-0.0069379949354764015
93.59999999999968,21.5,2087.39013671875,17.290855257494563,0.40044379791954055,0.9163213217576976,-0.014988045989542627,58.653564453125,15.369792599895074,-0.03809660471476435,-0.009498011514612168
93.64999999999968,21.5,1599.349853515625,35.95854634109884,0.6603482568724187,-0.750959505995868,0.002941000019180735,139.2900390625,34.10948630248157,0.00026636779150286937,-0.0038429169753739383
93.69999999999968,21.5,1368.55224609375,26.114509823550534,0.6378762309207698,0.7701388926851525,-0.0034494061977111573,76.548828125,19.505845229041654,-0.006157360655151445,-0.001966116225191792
